Date,Season,Village,House,Trap,Lat_Convert,Long_Convert(W),Long_Use,Animal_ID,Genus_og,Genus_Cytb,Cytb_species,Sex,Age_wt,Weight_g,Length_mm,Tail_mm,Ear_mm,Right_foot_mm,Lactating,Embryos_num,Embryo_length_mm,F_reproduction,Ag_RDT,RDT_Score
8-Nov-18,Dry,Kptema,29,898,8.27375,11.07435,-11.07435,1,Rattus,Rattus,Rattus rattus,F,Adult,98.4,365,194,22,33,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,11,409,8.27375,11.07435,-11.07435,2,Rattus,Rattus,Rattus rattus,F,Juvenile,16.6,196,97,15,22,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,6,427,8.27375,11.07435,-11.07435,3,Rattus,Rattus,Rattus rattus,F,Adult,124.3,370,191,21,34,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,3,200,8.27375,11.07435,-11.07435,4,Rattus,Rattus,Rattus rattus,F,Sub_adult,37.9,272,199,23,33,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,43,1016,8.27375,11.07435,-11.07435,5,Rattus,NA,NA,F,Adult,62.6,310,155,20,30,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,11,71,8.27375,11.07435,-11.07435,6,Rattus,Rattus,Rattus rattus,M,Juvenile,16.8,197,93,16,22,NA,NA,NA,NA,FALSE,0
8-Nov-18,Dry,Kptema,8,954,8.27375,11.07435,-11.07435,7,Rattus,Rattus,Rattus rattus,F,Juvenile,10.8,358,185,23,38,FALSE,3,28,TRUE,TRUE,1
8-Nov-18,Dry,Kptema,39,901,8.27375,11.07435,-11.07435,8,Malacomys,Praomys,Praomys rostratus,M,Sub_adult,26.1,233,114,18,22,NA,NA,NA,NA,TRUE,1
8-Nov-18,Dry,Kptema,13,135,8.27375,11.07435,-11.07435,9,Rattus,NA,NA,M,Juvenile,24.8,231,123,16,25,NA,NA,NA,NA,FALSE,0
8-Nov-18,Dry,Kptema,16,606,8.27375,11.07435,-11.07435,10,Rattus,Rattus,Rattus rattus,F,Juvenile,14.2,300,122,22,31,FALSE,3,15,TRUE,FALSE,0
8-Nov-18,Dry,Kptema,13,300,8.27375,11.07435,-11.07435,11,Rattus,Rattus,Rattus rattus,F,Sub_adult,25.1,234,118,18,24,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,5,29,8.27375,11.07435,-11.07435,12,Rattus,Rattus,Rattus rattus,F,Sub_adult,29.1,266,138,19,29,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,7,927,8.27375,11.07435,-11.07435,13,Rattus,NA,NA,F,Adult,85.8,348,178,23,38,FALSE,NA,NA,FALSE,FALSE,0
8-Nov-18,Dry,Kptema,8,971,8.27375,11.07435,-11.07435,14,Rattus,NA,NA,M,Adult,66.6,325,177,22,34,NA,NA,NA,NA,FALSE,0
8-Nov-18,Dry,Kptema,8,974,8.27375,11.07435,-11.07435,15,Rattus,Rattus,Rattus rattus,M,Adult,98.8,368,193,21,35,NA,NA,NA,NA,FALSE,0
8-Nov-18,Dry,Kptema,9,2,8.27375,11.07435,-11.07435,16,Rattus,Rattus,Rattus rattus,M,Adult,91.2,305,172,21,31,NA,NA,NA,NA,FALSE,0
9-Nov-18,Dry,Kptema,32,932,8.27375,11.07435,-11.07435,17,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,28.7,221,98,16,24,FALSE,NA,NA,FALSE,TRUE,4
9-Nov-18,Dry,Kptema,28,802,8.27375,11.07435,-11.07435,18,Mastomys,Mastomys,Mastomys natalensis,M,Adult,51.5,201,114,17,23,NA,NA,NA,NA,TRUE,4
9-Nov-18,Dry,Kptema,31,994,8.27375,11.07435,-11.07435,19,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,30.4,215,96,18,24,NA,NA,NA,NA,TRUE,4
9-Nov-18,Dry,Kptema,8,971,8.27375,11.07435,-11.07435,20,Rattus,Mastomys,Mastomys natalensis,F,Adult,100.5,355,184,24,32,FALSE,NA,NA,FALSE,FALSE,0
9-Nov-18,Dry,Kptema,34,904,8.27375,11.07435,-11.07435,21,Rattus,Rattus,Rattus rattus,M,Juvenile,15.6,193,96,16,24,NA,NA,NA,NA,FALSE,0
9-Nov-18,Dry,Kptema,29,898,8.27375,11.07435,-11.07435,22,Rattus,Rattus,Rattus rattus,M,Sub_adult,27.4,235,121,17,25,NA,NA,NA,NA,FALSE,0
9-Nov-18,Dry,Kptema,2,862,8.27375,11.07435,-11.07435,23,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,21.8,101,126,12,28,NA,NA,NA,NA,TRUE,5
9-Nov-18,Dry,Kptema,34,908,8.27375,11.07435,-11.07435,24,Rattus,Rattus,Rattus rattus,F,Adult,54.3,301,155,21,28,FALSE,NA,NA,FALSE,FALSE,0
9-Nov-18,Dry,Kptema,3,226,8.27375,11.07435,-11.07435,25,Rattus,Rattus,Rattus rattus,M,Juvenile,21.9,238,123,17,24,NA,NA,NA,NA,FALSE,0
9-Nov-18,Dry,Kptema,11,71,8.27375,11.07435,-11.07435,26,Rattus,Rattus,Rattus rattus,F,Juvenile,16.7,205,104,17,23,FALSE,NA,NA,FALSE,FALSE,0
9-Nov-18,Dry,Kptema,15,17,8.27375,11.07435,-11.06648333,27,Mastomys,Mastomys,Mastomys natalensis,M,Adult,53.2,204,98,17,23,NA,NA,NA,NA,FALSE,0
9-Nov-18,Dry,Kptema,43,1019,8.27375,11.07435,-11.08528333,28,Rattus,Rattus,Rattus rattus,M,Adult,48.8,279,143,22,28,NA,NA,NA,NA,FALSE,0
9-Nov-18,Dry,Kptema,22,13,8.27375,11.07435,-11.08528333,29,Rattus,Rattus,Rattus rattus,M,Adult,119.8,310,184,24,34,NA,NA,NA,NA,FALSE,0
10-Nov-18,Dry,Gouma,1,930,8.2869,11.06648333,-11.06648333,30,Mastomys,Mastomys,Mastomys natalensis,M,Adult,78.4,284,123,18,24,NA,NA,NA,NA,FALSE,0
10-Nov-18,Dry,Gouma,15,924,8.2869,11.06648333,-11.06648333,31,Mastomys,NA,NA,F,Adult,55.5,258,114,18,24,FALSE,7,4,TRUE,FALSE,0
10-Nov-18,Dry,Gouma,18,437,8.2869,11.06648333,-11.06648333,32,Praomys,Praomys,Praomys rostratus,F,Adult,42.4,268,134,19,25,FALSE,NA,NA,FALSE,FALSE,0
10-Nov-18,Dry,Gouma,1,899,8.2869,11.06648333,-11.06648333,33,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,16.7,185,88,15,22,FALSE,NA,NA,FALSE,TRUE,1
10-Nov-18,Dry,Gouma,14,862,8.2869,11.06648333,-11.06648333,34,Rattus,Rattus,Rattus rattus,F,Adult,75.3,304,182,19,24,FALSE,NA,NA,FALSE,FALSE,0
10-Nov-18,Dry,Gouma,3,913,8.2869,11.06648333,-11.06648333,35,Praomys,Praomys,Praomys rostratus,F,Adult,40.3,259,131,19,25,FALSE,NA,NA,FALSE,TRUE,4
10-Nov-18,Dry,Gouma,1,808,8.2869,11.06648333,-11.06648333,36,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,15.3,169,76,16,21,NA,NA,NA,NA,FALSE,0
11-Nov-18,Dry,Gouma,2,958,8.2869,11.06648333,-11.06648333,37,Rattus,Rattus,Rattus rattus,M,Adult,91.4,305,182,23,33,NA,NA,NA,NA,FALSE,0
11-Nov-18,Dry,Gouma,12,915,8.2869,11.06648333,-11.06648333,38,Praomys,Praomys,Praomys rostratus,F,Adult,47.7,253,145,17,22,FALSE,NA,NA,FALSE,FALSE,0
11-Nov-18,Dry,Gouma,9,870,8.2869,11.06648333,-11.06648333,39,Praomys,Praomys,Praomys rostratus,F,Adult,43.2,279,141,22,23,FALSE,NA,NA,FALSE,FALSE,0
11-Nov-18,Dry,Gouma,15,440,8.2869,11.06648333,-11.06648333,40,Rattus,Rattus,Rattus rattus,F,Sub_adult,33.4,274,141,18,31,FALSE,NA,NA,FALSE,FALSE,0
11-Nov-18,Dry,Gouma,1,930,8.2869,11.06648333,-11.06648333,41,Rattus,Rattus,Rattus rattus,F,Sub_adult,32.7,173,118,16,7,FALSE,NA,NA,FALSE,NA,NA
11-Nov-18,Dry,Gouma,15,1019,8.2869,11.06648333,-11.06648333,42,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,16.6,171,76,13,22,NA,NA,NA,NA,FALSE,0
11-Nov-18,Dry,Gouma,1,883,8.2869,11.06648333,-11.06648333,43,Mastomys,Mastomys,Mastomys natalensis,F,Adult,42.1,263,114,18,24,FALSE,NA,NA,FALSE,FALSE,0
14-Nov-18,Dry,Ngeihun,24,967,8.1748,11.08528333,-11.08528333,44,Mastomys,Mastomys,Mastomys natalensis,M,Adult,47.5,248,114,17,24,NA,NA,NA,NA,FALSE,0
14-Nov-18,Dry,Ngeihun,6,1006,8.1748,11.08528333,-11.08528333,45,Mastomys,Mastomys,Mastomys natalensis,F,Adult,67.2,258,114,18,25,TRUE,NA,NA,FALSE,FALSE,0
14-Nov-18,Dry,Ngeihun,19,328,8.1748,11.08528333,-11.08528333,46,Hylomyscus,Hylomyscus,Hylomyscus simus,F,Juvenile,22.7,238,133,14,20,FALSE,NA,NA,FALSE,FALSE,0
14-Nov-18,Dry,Ngeihun,24,836,8.1748,11.08528333,-11.08528333,47,Mastomys,NA,NA,F,Adult,44.5,265,118,18,24,FALSE,NA,NA,FALSE,FALSE,0
14-Nov-18,Dry,Ngeihun,23,906,8.1748,11.08528333,-11.08528333,48,Rattus,Rattus,Rattus rattus,M,Adult,67.8,301,31,19,31,NA,NA,NA,NA,FALSE,0
14-Nov-18,Dry,Ngeihun,25,989,8.1748,11.08528333,-11.08528333,49,Mastomys,Mastomys,Mastomys natalensis,F,Adult,51.3,246,114,18,24,FALSE,NA,NA,FALSE,FALSE,0
14-Nov-18,Dry,Ngeihun,23,829,8.1748,11.08528333,-11.08528333,50,Hylomyscus,Hylomyscus,Hylomyscus simus,F,Juvenile,17.3,247,119,14,19,FALSE,3,5,TRUE,FALSE,0
15-Nov-18,Dry,Ngeihun,43,503,8.1748,11.08528333,-11.08528333,51,Mastomys,NA,NA,M,Adult,76.7,278,126,18,24,NA,NA,NA,NA,TRUE,2
15-Nov-18,Dry,Ngeihun,23,813,8.1748,11.08528333,-11.08528333,52,Praomys,Praomys,Praomys rostratus,M,Sub_adult,29.6,254,135,17,25,NA,NA,NA,NA,FALSE,0
15-Nov-18,Dry,Ngeihun,43,19,8.1748,11.08528333,-11.08528333,53,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,38.5,233,108,18,24,FALSE,NA,NA,FALSE,FALSE,0
15-Nov-18,Dry,Ngeihun,25,154,8.1748,11.08528333,-11.08528333,54,Mastomys,NA,NA,M,Sub_adult,28.3,231,112,17,24,NA,NA,NA,NA,FALSE,0
15-Nov-18,Dry,Ngeihun,24,838,8.1748,11.08528333,-11.08528333,55,Mastomys,Mastomys,Mastomys natalensis,F,Adult,41.5,255,114,18,24,FALSE,NA,NA,FALSE,TRUE,4
15-Nov-18,Dry,Ngeihun,8,194,8.1748,11.08528333,-11.08528333,56,Rattus,Rattus,Rattus rattus,F,Adult,81.3,303,176,21,32,FALSE,5,4,TRUE,FALSE,0
15-Nov-18,Dry,Ngeihun,32,501,8.1748,11.08528333,-11.08528333,57,Mastomys,Mastomys,Mastomys natalensis,M,Adult,59.1,268,119,18,24,NA,NA,NA,NA,TRUE,3
15-Nov-18,Dry,Ngeihun,32,405,8.1748,11.08528333,-11.08528333,58,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,28.2,217,101,17,24,FALSE,NA,NA,FALSE,TRUE,2
15-Nov-18,Dry,Ngeihun,32,3,8.1748,11.08528333,-11.08528333,59,Rattus,Rattus,Rattus rattus,F,Adult,42.5,287,147,18,33,FALSE,NA,NA,FALSE,FALSE,0
15-Nov-18,Dry,Ngeihun,13,898,8.1748,11.08528333,-11.08528333,60,Rattus,Rattus,Rattus rattus,F,Adult,82.9,306,189,22,35,FALSE,6,10,TRUE,FALSE,0
16-Nov-18,Dry,Ngeihun,32,875,8.1748,11.08528333,-11.08528333,61,Hylomyscus,Hylomyscus,Hylomyscus simus,F,Juvenile,18.4,203,111,13,17,FALSE,NA,NA,FALSE,FALSE,0
16-Nov-18,Dry,Ngeihun,35,1,8.1748,11.08528333,-11.08528333,62,Rattus,Rattus,Rattus rattus,F,Sub_adult,31.5,263,152,21,31,FALSE,NA,NA,FALSE,FALSE,0
16-Nov-18,Dry,Ngeihun,32,948,8.1748,11.08528333,-11.08528333,63,Mastomys,Mastomys,Mastomys natalensis,M,Adult,50.7,243,109,17,24,NA,NA,NA,NA,TRUE,5
16-Nov-18,Dry,Ngeihun,32,3,8.1748,11.08528333,-11.08528333,64,Rattus,Rattus,Rattus rattus,M,Adult,148.6,308,200,22,34,NA,NA,NA,NA,FALSE,0
17-Nov-18,Dry,Ngeihun,36,885,8.1748,11.08528333,-11.08528333,65,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,32.6,235,111,16,24,FALSE,NA,NA,FALSE,TRUE,3
29-Nov-18,Dry,Pandembu,6,616,8.21426667,11.06596667,-11.06596667,66,Mastomys,Mastomys,Mastomys natalensis,F,Adult,49.8,256,113,17,24,FALSE,6,9,TRUE,FALSE,0
29-Nov-18,Dry,Pandembu,6,842,8.21426667,11.06596667,-11.06596667,67,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,14.5,114,80,16,25,NA,NA,NA,NA,FALSE,0
29-Nov-18,Dry,Pandembu,6,195,8.21426667,11.06596667,-11.06596667,68,Mastomys,Mastomys,Mastomys natalensis,F,Adult,83.9,289,125,18,27,TRUE,4,12,TRUE,FALSE,0
29-Nov-18,Dry,Pandembu,6,1006,8.21426667,11.06596667,-11.06596667,69,Rattus,Rattus,Rattus rattus,M,Adult,100.7,304,174,21,31,NA,NA,NA,NA,FALSE,0
29-Nov-18,Dry,Pandembu,6,842,8.21426667,11.06596667,-11.06596667,70,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,14.9,175,82,14,23,FALSE,NA,NA,FALSE,FALSE,0
29-Nov-18,Dry,Pandembu,1,840,8.21426667,11.06596667,-11.06596667,71,Rattus,Rattus,Rattus rattus,F,Sub_adult,35.9,264,133,18,29,FALSE,NA,NA,FALSE,FALSE,0
29-Nov-18,Dry,Pandembu,14,926,8.21426667,11.06596667,-11.06596667,72,Rattus,Rattus,Rattus rattus,F,Adult,94.6,305,183,22,34,FALSE,NA,NA,FALSE,FALSE,0
29-Nov-18,Dry,Pandembu,14,419,8.21426667,11.06596667,-11.06596667,73,Rattus,Rattus,Rattus rattus,F,Sub_adult,38.6,258,131,18,28,FALSE,NA,NA,FALSE,FALSE,0
29-Nov-18,Dry,Pandembu,6,409,8.21426667,11.06596667,-11.06596667,74,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,22.3,184,81,15,21,FALSE,NA,NA,FALSE,FALSE,0
30-Nov-18,Dry,Pandembu,6,912,8.21426667,11.06596667,-11.06596667,75,Mastomys,Mastomys,Mastomys natalensis,F,Adult,47.8,264,123,17,24,FALSE,NA,NA,FALSE,FALSE,0
30-Nov-18,Dry,Pandembu,36,826,8.21426667,11.06596667,-11.06596667,76,Rattus,Rattus,Rattus rattus,M,Sub_adult,28.1,277,148,19,32,NA,NA,NA,NA,FALSE,0
30-Nov-18,Dry,Pandembu,May-36,5,8.21426667,11.06596667,-11.06596667,77,Rattus,Rattus,Rattus rattus,M,Sub_adult,30.1,283,151,21,33,NA,NA,NA,NA,FALSE,0
30-Nov-18,Dry,Pandembu,17,20,8.21426667,11.06596667,-11.06596667,78,Rattus,Rattus,Rattus rattus,M,Adult,50,305,158,22,34,NA,NA,NA,NA,FALSE,0
30-Nov-18,Dry,Pandembu,6,405,8.21426667,11.06596667,-11.06596667,79,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,274,121,18,25,NA,NA,NA,NA,FALSE,0
30-Nov-18,Dry,Pandembu,29,308,8.21426667,11.06596667,-11.06596667,80,Crocidura,Crocidura,Crocidura olivieri,F,Juvenile,25,189,64,7,16,FALSE,4,3,TRUE,FALSE,0
30-Nov-18,Dry,Pandembu,18/36,252,8.21426667,11.06596667,-11.06596667,81,Rattus,Rattus,Rattus rattus,F,Adult,55,284,148,22,31,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,5,930,8.21426667,11.06596667,-11.06596667,82,Mastomys,Mastomys,Mastomys natalensis,M,Adult,54,258,114,18,24,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,1,814,8.21426667,11.06596667,-11.06596667,83,Hylomyscus,Hylomyscus,Hylomyscus simus,M,Sub_adult,27,195,104,13,19,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,17,946,8.21426667,11.06596667,-11.06596667,84,Rattus,Rattus,Rattus rattus,M,Sub_adult,30,222,109,18,27,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,1,856,8.21426667,11.06596667,-11.06596667,85,Rattus,Rattus,Rattus rattus,F,Adult,80,306,194,25,34,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,2,605,8.21426667,11.06596667,-11.06596667,86,Rattus,Rattus,Rattus rattus,F,Adult,48,298,143,23,31,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,18,72,8.21426667,11.06596667,-11.06596667,87,Rattus,Rattus,Rattus rattus,M,Juvenile,22,253,128,21,31,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,16,517,8.21426667,11.06596667,-11.06596667,88,Rattus,Rattus,Rattus rattus,M,Juvenile,20,233,124,18,28,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,16,869,8.21426667,11.06596667,-11.06596667,89,Rattus,Rattus,Rattus rattus,F,Sub_adult,30,304,161,23,34,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,1,80,8.21426667,11.06596667,-11.06596667,90,Rattus,Rattus,Rattus rattus,M,Sub_adult,40,301,148,21,31,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,24,413,8.21426667,11.06596667,-11.06596667,91,Rattus,Rattus,Rattus rattus,M,Sub_adult,30,266,135,19,28,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,17,999,8.21426667,11.06596667,-11.06596667,92,Rattus,Rattus,Rattus rattus,M,Juvenile,16,218,108,19,25,NA,NA,NA,NA,FALSE,0
1-Dec-18,Dry,Pandembu,18,864,8.21426667,11.06596667,-11.06596667,93,Rattus,Rattus,Rattus rattus,F,Sub_adult,28,255,128,19,28,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,17,977,8.21426667,11.06596667,-11.06596667,94,Rattus,Rattus,Rattus rattus,F,Juvenile,15,223,98,18,25,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,17,882,8.21426667,11.06596667,-11.06596667,95,Rattus,Rattus,Rattus rattus,F,Adult,50,305,168,23,32,FALSE,NA,NA,FALSE,FALSE,0
1-Dec-18,Dry,Pandembu,24,989,8.21426667,11.06596667,-11.06596667,96,Rattus,Rattus,Rattus rattus,F,Juvenile,25,259,124,21,29,FALSE,NA,NA,FALSE,FALSE,0
2-Dec-18,Dry,Pandembu,6,852,8.21426667,11.06596667,-11.06596667,97,Rattus,Rattus,Rattus rattus,F,Adult,45,289,145,21,31,FALSE,NA,NA,FALSE,FALSE,0
2-Dec-18,Dry,Pandembu,1,839,8.21426667,11.06596667,-11.06596667,98,Rattus,Rattus,Rattus rattus,F,Adult,75,303,170,23,30,FALSE,4,34,TRUE,FALSE,0
2-Dec-18,Dry,Pandembu,1,830,8.21426667,11.06596667,-11.06596667,99,Dormouse,Graphiurus,Graphiurus kelleni,F,Juvenile,18,160,165,9,15,FALSE,NA,NA,FALSE,FALSE,0
2-Dec-18,Dry,Pandembu,7,1008,8.21426667,11.06596667,-11.06596667,100,Mastomys,Mastomys,Mastomys natalensis,M,Adult,70,292,139,18,24,NA,NA,NA,NA,FALSE,0
2-Dec-18,Dry,Pandembu,25,983,8.21426667,11.06596667,-11.06596667,101,Mastomys,Mastomys,Mastomys natalensis,M,Adult,65,273,120,17,24,NA,NA,NA,NA,TRUE,3
2-Dec-18,Dry,Pandembu,24,993,8.21426667,11.06596667,-11.06596667,102,Rattus,Rattus,Rattus rattus,F,Juvenile,23,244,125,18,29,FALSE,NA,NA,FALSE,FALSE,0
5-Dec-18,Dry,Kormolu,26,25,7.99523333,11.08348333,-11.08348333,103,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,17,171,75,15,23,NA,NA,NA,NA,FALSE,0
5-Dec-18,Dry,Kormolu,27,15,7.99523333,11.08348333,-11.08348333,104,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,168,124,18,24,FALSE,NA,NA,FALSE,FALSE,0
5-Dec-18,Dry,Kormolu,32,706,7.99523333,11.08348333,-11.08348333,105,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,35,239,99,17,24,TRUE,NA,NA,FALSE,FALSE,0
5-Dec-18,Dry,Kormolu,6,918,7.99523333,11.08348333,-11.08348333,106,Mastomys,Mastomys,Mastomys natalensis,M,Adult,75,289,129,19,26,NA,NA,NA,NA,FALSE,0
5-Dec-18,Dry,Kormolu,26,880,7.99523333,11.08348333,-11.08348333,107,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,20,179,81,15,23,NA,NA,NA,NA,TRUE,4
5-Dec-18,Dry,Kormolu,19,990,7.99523333,11.08348333,-11.08348333,108,Rattus,Rattus,Rattus rattus,F,Adult,105.5,309,214,28,36,FALSE,7,3,TRUE,FALSE,0
5-Dec-18,Dry,Kormolu,1,954,7.99523333,11.08348333,-11.08348333,109,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,39,258,114,16,24,FALSE,NA,NA,FALSE,FALSE,0
5-Dec-18,Dry,Kormolu,14,194,7.99523333,11.08348333,-11.08348333,110,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,28,252,113,17,25,NA,NA,NA,NA,FALSE,0
5-Dec-18,Dry,Kormolu,12,853,7.99523333,11.08348333,-11.08348333,111,Rattus,Rattus,Rattus rattus,F,Sub_adult,40,308,173,24,34,FALSE,6,5,TRUE,FALSE,0
5-Dec-18,Dry,Kormolu,8,817,7.99523333,11.08348333,-11.08348333,112,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,39,258,106,18,24,FALSE,NA,NA,FALSE,TRUE,3
5-Dec-18,Dry,Kormolu,2,947,7.99523333,11.08348333,-11.08348333,113,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,447,NA,16,24,TRUE,NA,NA,FALSE,TRUE,4
5-Dec-18,Dry,Kormolu,32,935,7.99523333,11.08348333,-11.08348333,114,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,30,224,97,18,24,FALSE,NA,NA,FALSE,FALSE,0
5-Dec-18,Dry,Kormolu,33,926,7.99523333,11.08348333,-11.08348333,115,Praomys,NA,NA,M,Juvenile,18,198,100,18,23,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,36,804,7.99523333,11.08348333,-11.08348333,116,Mastomys,NA,NA,F,Sub_adult,28,222,96,18,24,FALSE,6,9,TRUE,FALSE,0
6-Dec-18,Dry,Kormolu,30,411,7.99523333,11.08348333,-11.08348333,117,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,12,151,69,14,20,FALSE,NA,NA,FALSE,TRUE,1
6-Dec-18,Dry,Kormolu,26,838,7.99523333,11.08348333,-11.08348333,118,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,274,123,18,24,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,34,938,7.99523333,11.08348333,-11.08348333,119,Rattus,Rattus,Rattus rattus,M,Sub_adult,30,289,143,20,32,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,26,705,7.99523333,11.08348333,-11.08348333,120,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,18,183,84,14,23,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,26,875,7.99523333,11.08348333,-11.08348333,121,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,13.6,155,73,14,19,FALSE,NA,NA,FALSE,TRUE,4
6-Dec-18,Dry,Kormolu,19,702,7.99523333,11.08348333,-11.08348333,122,Rattus,Rattus,Rattus rattus,M,Juvenile,25,233,120,18,25,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,46,975,7.99523333,11.08348333,-11.08348333,123,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,22,204,100,18,23,NA,NA,NA,NA,TRUE,5
6-Dec-18,Dry,Kormolu,26,14,7.99523333,11.08348333,-11.08348333,124,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,15,158,73,18,19,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,24,304,7.99523333,11.08348333,-11.08348333,125,Praomys,Praomys,Praomys rostratus,F,Adult,75,294,128,20,23,FALSE,5,24,TRUE,FALSE,0
6-Dec-18,Dry,Kormolu,40,818,7.99523333,11.08348333,-11.08348333,126,Rattus,Rattus,Rattus rattus,F,Sub_adult,27,285,148,20,29,FALSE,NA,NA,FALSE,FALSE,0
6-Dec-18,Dry,Kormolu,36,226,7.99523333,11.08348333,-11.08348333,127,Mastomys,Mastomys,Mastomys natalensis,M,Adult,80,283,122,18,24,NA,NA,NA,NA,FALSE,0
6-Dec-18,Dry,Kormolu,14,839,7.99523333,11.08348333,-11.08348333,128,Mastomys,Mastomys,Mastomys natalensis,F,Adult,75,284,129,18,25,FALSE,NA,NA,FALSE,TRUE,4
6-Dec-18,Dry,Kormolu,19,925,7.99523333,11.08348333,-11.08348333,129,Rattus,Rattus,Rattus rattus,M,Sub_adult,26,238,124,19,28,NA,NA,NA,NA,FALSE,0
7-Dec-18,Dry,Nyahahun,10,193,7.98911667,11.10415,-11.08485,130,Rattus,Rattus,Rattus rattus,M,Adult,105,307,190,23,35,NA,NA,NA,NA,FALSE,0
7-Dec-18,Dry,Nyahahun,28,481,7.98911667,11.10415,-11.08485,131,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,205,111,18,24,TRUE,NA,NA,FALSE,FALSE,0
7-Dec-18,Dry,Nyahahun,14,839,7.98911667,11.10415,-11.08485,132,Rattus,Praomys,Praomys rostratus,F,Adult,45,303,178,24,33,FALSE,3,19,TRUE,FALSE,0
7-Dec-18,Dry,Nyahahun,29,3,7.98911667,11.10415,-11.08485,133,Praomys,Praomys,Praomys rostratus,F,Sub_adult,28,260,124,19,23,FALSE,NA,NA,FALSE,TRUE,2
7-Dec-18,Dry,Nyahahun,35,806,7.98911667,11.10415,-11.08485,134,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,30,236,103,18,24,FALSE,NA,NA,FALSE,TRUE,5
7-Dec-18,Dry,Nyahahun,32,310,7.98911667,11.10415,-11.08485,135,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,24.2,224,101,17,24,NA,NA,NA,NA,FALSE,0
7-Dec-18,Dry,Nyahahun,45,7,7.98911667,11.10415,-11.08485,136,Praomys,Praomys,Praomys rostratus,F,Juvenile,7,269,142,19,25,FALSE,NA,NA,FALSE,FALSE,0
8-Dec-18,Dry,Nyahahun,19,986,7.98911667,11.10415,-11.08485,137,Rattus,Rattus,Rattus rattus,M,Juvenile,22,256,128,18,27,NA,NA,NA,NA,FALSE,0
