Animal_ID,Date,Season,Village,House,Trap,Lat_Convert,Long_Convert(W),Long_Use,Genus_og,Genus_Cytb,Cytb_species,Sex,Age_wt,Weight_g,Length_mm,Tail_mm,Ear_mm,Right_foot_mm,Lactating,Embryos_num,Embryo_length_mm,F_reproduction,Ag_RDT,RDT_Score,U_mL_GP,Positive_GP,U_mL_NP,Positive_NP,IgG_Positive,Positive_AVL,Mean_conc_AVL,Stdev_conc_AVL,Positive_Liver,Mean_conc_Liver,Stdev_conc_Liver,Positive_Lung,Mean_conc_Lung,Stdev_conc_Lung,Positive_Kidney,Mean_conc_Kidney,Stdev_conc_Kidney,Positive_Spleen,Mean_conc_Spleen,Stdev_conc_Spleen,qPCR_Positive
151,12-Dec-18,Dry,Kpalu I,7,7,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,254,117,18,24,FALSE,12,4,TRUE,FALSE,0,3.46441115,FALSE,1.826852138,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
152,12-Dec-18,Dry,Kpalu I,45,896,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,16,151,72,17,19,NA,NA,NA,NA,FALSE,0,14.29024986,FALSE,9.173929558,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,12-Dec-18,Dry,Kpalu I,38,329,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,70,258,115,19,26,FALSE,8,14,TRUE,FALSE,0,11.41082606,FALSE,8.776378301,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,12-Dec-18,Dry,Kpalu I,38,329,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,27,214,98,18,23,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,12-Dec-18,Dry,Kpalu I,31,897,7.90761667,11.08485,-11.08485,Praomys,Praomys,Praomys rostratus,F,Sub_adult,40,245,123,19,25,FALSE,NA,NA,FALSE,FALSE,0,7.115576664,FALSE,6.826450087,FALSE,FALSE,FALSE,0.345749935,0.087560298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
156,12-Dec-18,Dry,Kpalu I,38,702,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,10,142,62,15,24,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,FALSE,2.235139706,0,FALSE,0.817598264,0.129257441,FALSE,14.51717668,0.829356996,FALSE,4.694520168,0,FALSE,0,0,FALSE
157,12-Dec-18,Dry,Kpalu I,49,403,7.90761667,11.08485,-11.08485,Mastomys,NA,NA,F,Sub_adult,32,248,115,17,24,FALSE,10,0.5,TRUE,FALSE,0,3.5428303,FALSE,3.747270657,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,12-Dec-18,Dry,Kpalu I,35,808,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,30,218,99,17,24,NA,NA,NA,NA,TRUE,2,24.90342443,FALSE,10.92271575,FALSE,FALSE,FALSE,0,0,FALSE,1.674252556,0,FALSE,29.54648714,1.26311645,FALSE,5.367616762,0.401622954,FALSE,0.622283487,0,FALSE
159,12-Dec-18,Dry,Kpalu I,47,704,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,64,364,124,19,26,TRUE,NA,NA,FALSE,FALSE,0,23.10905955,FALSE,9.041149841,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,12-Dec-18,Dry,Kpalu I,45,80,7.90761667,11.08485,-11.08485,Mastomys,NA,NA,M,Adult,80,269,118,18,24,NA,NA,NA,NA,FALSE,0,72.3841885,TRUE,7.082560822,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,12-Dec-18,Dry,Kpalu I,32,869,7.90761667,11.08485,-11.08485,Mastomys,NA,NA,M,Adult,60,269,116,18,24,NA,NA,NA,NA,FALSE,0,26.79379732,FALSE,380.6119051,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,12-Dec-18,Dry,Kpalu I,13,152,7.90761667,11.08485,-11.08485,Mastomys,NA,NA,F,Adult,55,237,94,18,24,FALSE,NA,NA,FALSE,FALSE,0,143.5819769,TRUE,12.71020194,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,12-Dec-18,Dry,Kpalu I,27,506,7.90761667,11.08485,-11.08485,Praomys,NA,NA,F,Adult,56,269,143,19,26,FALSE,NA,NA,FALSE,FALSE,0,17.95394026,FALSE,16.24242684,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,12-Dec-18,Dry,Kpalu I,41,165,7.90761667,11.08485,-11.08485,Praomys,NA,NA,F,Sub_adult,40,263,136,20,26,FALSE,4,5,TRUE,FALSE,0,25.58958839,FALSE,19.58783138,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,13-Dec-18,Dry,Kpalu I,44,949,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,75,272,121,18,24,FALSE,NA,NA,FALSE,FALSE,0,55.19585205,TRUE,10.38029197,FALSE,TRUE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
166,13-Dec-18,Dry,Kpalu I,32,888,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,17,189,87,15,22,FALSE,NA,NA,FALSE,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1.766584793,0.681187656,FALSE,12.88767818,2.973978911,FALSE,5.384148663,0,FALSE,1.935065719,0,FALSE
167,13-Dec-18,Dry,Kpalu I,41,886,7.90761667,11.08485,-11.08485,Praomys,NA,NA,F,Sub_adult,27,243,128,19,26,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,13-Dec-18,Dry,Kpalu I,32,427,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,245,111,18,24,FALSE,NA,NA,FALSE,FALSE,0,6.554811979,FALSE,5.318055129,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
169,13-Dec-18,Dry,Kpalu I,44,834,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,17,158,75,15,22,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,13-Dec-18,Dry,Kpalu I,21,946,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,258,116,18,24,NA,NA,NA,NA,FALSE,0,5.438462166,FALSE,5.565884665,FALSE,FALSE,FALSE,0.283835455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
171,13-Dec-18,Dry,Kpalu I,42,919,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,48,263,125,18,25,NA,NA,NA,NA,FALSE,0,10.5941458,FALSE,8.250067614,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
172,13-Dec-18,Dry,Kpalu I,3,938,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,45,241,108,17,24,FALSE,4,3,TRUE,FALSE,0,14.70417406,FALSE,5.940402239,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
173,13-Dec-18,Dry,Kpalu I,36,985,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,70,269,121,18,24,FALSE,NA,NA,FALSE,FALSE,0,11.57449124,FALSE,3.27982139,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
174,13-Dec-18,Dry,Kpalu I,35,991,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,25,206,99,16,23,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,13-Dec-18,Dry,Kpalu I,32,865,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,248,117,18,24,FALSE,NA,NA,FALSE,TRUE,4,949.1373214,TRUE,1438.610898,TRUE,TRUE,FALSE,1.447664792,0,NA,NA,NA,FALSE,27.10924196,3.100782947,FALSE,4.316181238,0,FALSE,0.622283487,0,FALSE
176,13-Dec-18,Dry,Kpalu I,43,944,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,43,244,112,17,24,FALSE,NA,NA,FALSE,FALSE,0,24.90342443,FALSE,11.60587107,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,FALSE,3.468623335,1.246516263,NA,NA,NA,FALSE
177,13-Dec-18,Dry,Kpalu I,31,959,7.90761667,11.08485,-11.08485,Mastomys,NA,NA,F,Sub_adult,28,205,96,15,23,FALSE,NA,NA,FALSE,FALSE,0,10.18685054,FALSE,NA,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
178,13-Dec-18,Dry,Kpalu I,31,469,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,21,177,84,15,23,FALSE,NA,NA,FALSE,FALSE,0,16.03292006,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
179,13-Dec-18,Dry,Kpalu I,2,44,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,46,284,113,18,24,NA,NA,NA,NA,TRUE,2,13.29942194,FALSE,5.441780997,FALSE,FALSE,FALSE,0,0,FALSE,0.637969948,0.167302605,TRUE,99.28569354,9.145054813,FALSE,4.74924558,2.964353431,FALSE,1.37200037,0,TRUE
180,13-Dec-18,Dry,Kpalu I,29,884,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Rattus rattus,M,Sub_adult,27,248,125,23,29,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,13-Dec-18,Dry,Kpalu I,30,916,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,67,285,126,18,24,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,13-Dec-18,Dry,Kpalu I,29,924,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Sub_adult,32,259,130,18,29,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
183,13-Dec-18,Dry,Kpalu I,36,952,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Sub_adult,27,263,138,19,29,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0.609256131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
184,13-Dec-18,Dry,Kpalu I,30,1018,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,75,279,128,18,25,NA,NA,NA,NA,FALSE,0,10.43114313,FALSE,6.698873438,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
185,13-Dec-18,Dry,Kpalu I,38,850,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,29,219,105,17,24,NA,NA,NA,NA,TRUE,1,10.349684,FALSE,8.908631822,FALSE,FALSE,FALSE,1.89785801,0,NA,NA,NA,NA,NA,NA,FALSE,8.843084995,0,FALSE,0.622283487,0,FALSE
186,13-Dec-18,Dry,Kpalu I,29,157,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Adult,45,300,175,20,30,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0.453681552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
187,14-Dec-18,Dry,Kpalu I,30,328,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,28,252,118,18,24,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,14-Dec-18,Dry,Kpalu I,46,4,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,265,124,18,24,FALSE,NA,NA,FALSE,FALSE,0,4.724728691,FALSE,6.318111674,FALSE,FALSE,FALSE,0.941571406,0.140931108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
189,14-Dec-18,Dry,Kpalu I,7,854,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,50,268,125,18,24,FALSE,NA,NA,FALSE,FALSE,0,20.73210298,FALSE,11.60587107,FALSE,FALSE,FALSE,0.428249141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
190,14-Dec-18,Dry,Kpalu I,7,923,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,55,269,126,18,24,NA,NA,NA,NA,FALSE,0,19.38193387,FALSE,9.440263212,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
191,14-Dec-18,Dry,Kpalu I,36,965,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Sub_adult,35,284,150,23,29,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0.460064346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
192,14-Dec-18,Dry,Kpalu I,48,936,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,60,260,141,18,24,NA,NA,NA,NA,FALSE,0,8.888339146,FALSE,6.444699617,FALSE,FALSE,FALSE,0.474107089,0.269084726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
193,14-Dec-18,Dry,Kpalu I,3,918,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Sub_adult,27,208,154,20,31,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
194,14-Dec-18,Dry,Kpalu I,2,3,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Sub_adult,37,296,167,20,31,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,1.89785801,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
195,14-Dec-18,Dry,Kpalu I,20,890,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,M,Juvenile,18,206,108,19,25,NA,NA,NA,NA,FALSE,0,1.640343181,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
196,14-Dec-18,Dry,Kpalu I,38,201,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,22,204,96,17,24,FALSE,NA,NA,FALSE,FALSE,0,7.356407354,FALSE,3.395897989,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
197,14-Dec-18,Dry,Kpalu I,42,73,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,12,186,59,9,18,FALSE,NA,NA,FALSE,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3.767480025,0,FALSE,1.695084625,0.080870158,FALSE
198,14-Dec-18,Dry,Kpalu I,42,73,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,13,135,61,9,17,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,14-Dec-18,Dry,Kpalu I,42,73,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,13,140,64,10,17,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,14-Dec-18,Dry,Kpalu I,24,252,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Adult,58,270,124,18,24,FALSE,NA,NA,FALSE,FALSE,0,7.115576664,FALSE,7.339920247,FALSE,FALSE,FALSE,1.447664792,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
201,14-Dec-18,Dry,Kpalu I,50,408,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,F,Sub_adult,40,300,178,21,32,FALSE,3,9,TRUE,FALSE,0,2.102326748,FALSE,NA,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
202,14-Dec-18,Dry,Kpalu I,32,961,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,35,229,101,17,23,FALSE,4,8,TRUE,TRUE,4,24.4752973,FALSE,6.318111674,FALSE,FALSE,FALSE,0,0,FALSE,0.384250853,0,FALSE,2.586391224,0,FALSE,5.349520639,0,FALSE,0.622283487,0,FALSE
203,14-Dec-18,Dry,Kpalu I,43,974,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,F,Adult,80,305,188,23,33,FALSE,NA,NA,FALSE,FALSE,0,1.308971323,FALSE,NA,FALSE,FALSE,FALSE,0.453681552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
204,15-Dec-18,Dry,Kpalu I,16,429,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,F,Adult,90,309,205,25,34,FALSE,NA,NA,FALSE,FALSE,0,NA,FALSE,NA,FALSE,FALSE,FALSE,14.96533456,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
205,15-Dec-18,Dry,Kpalu I,2,838,7.90761667,11.08485,-11.08485,Praomys,Praomys,Praomys rostratus,F,Sub_adult,39,295,156,19,25,FALSE,NA,NA,FALSE,FALSE,0,11.7382648,FALSE,8.119181035,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,15-Dec-18,Dry,Kpalu I,14,288,7.90761667,11.08485,-11.08485,Rattus,Rattus,Rattus rattus,F,Sub_adult,36,298,169,20,29,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,15-Dec-18,Dry,Kpalu I,3,918,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Adult,50,268,119,18,24,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,15-Dec-18,Dry,Kpalu I,42,820,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Juvenile,13,125,55,12,17,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,15-Dec-18,Dry,Kpalu I,28,309,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,40,261,115,18,23,FALSE,14,8,TRUE,FALSE,0,11.1787435,FALSE,3.377425389,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,15-Dec-18,Dry,Kpalu I,1,972,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Sub_adult,26,199,95,18,23,FALSE,NA,NA,FALSE,TRUE,5,13.62928843,FALSE,8.381233755,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,103545.2779,252.3851229,NA,NA,NA,TRUE
211,15-Dec-18,Dry,Kpalu I,28,982,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,40,239,101,18,24,NA,NA,NA,NA,FALSE,0,19.71891844,FALSE,10.38029197,FALSE,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
212,15-Dec-18,Dry,Kpalu I,35,1001,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,F,Juvenile,9,139,67,12,18,FALSE,NA,NA,FALSE,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,15-Dec-18,Dry,Kpalu I,36,860,7.90761667,11.08485,-11.08485,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,40,262,114,17,23,NA,NA,NA,NA,TRUE,3,10.55243224,FALSE,13.71287116,FALSE,FALSE,NA,NA,NA,FALSE,1.134824741,0.709836288,FALSE,17.03164605,0,FALSE,6.380267013,0.365086271,FALSE,305.7651832,431.5372272,FALSE
214,19-Dec-18,Dry,Maleh,14,993,7.898208,11.046249,-11.046249,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,36,237,108,17,23,NA,NA,NA,NA,TRUE,4,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,2.911399752,0.372627573,FALSE,13.60248045,3.691608153,FALSE,5.233564746,0,NA,NA,NA,FALSE
215,19-Dec-18,Dry,Maleh,18,882,7.898208,11.046249,-11.046249,Mastomys,NA,NA,M,Juvenile,14,123,57,9,18,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,19-Dec-18,Dry,Maleh,18,882,7.898208,11.046249,-11.046249,Mastomys,NA,NA,M,Juvenile,14,125,57,8,19,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,19-Dec-18,Dry,Maleh,11,304,7.898208,11.046249,-11.046249,Hylomyscus,NA,NA,M,Juvenile,25,223,128,16,18,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,19-Dec-18,Dry,Maleh,14,883,7.898208,11.046249,-11.046249,Rattus,NA,NA,M,Sub_adult,27,247,134,19,25,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,19-Dec-18,Dry,Maleh,23,412,7.898208,11.046249,-11.046249,Mastomys,NA,NA,F,Adult,50,259,116,18,24,FALSE,9,18,TRUE,FALSE,0,6.362472396,FALSE,7.974399594,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,19-Dec-18,Dry,Maleh,14,1010,7.898208,11.046249,-11.046249,Mastomys,Mastomys,Mastomys natalensis,M,Sub_adult,26,222,103,18,24,NA,NA,NA,NA,TRUE,5,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,13.42392651,1.708148341,FALSE,12.14216683,0.52071476,FALSE,71.14098677,0,NA,NA,NA,FALSE
221,19-Dec-18,Dry,Maleh,16,467,7.898208,11.046249,-11.046249,Mastomys,NA,NA,M,Sub_adult,30,213,98,17,24,NA,NA,NA,NA,FALSE,0,4.528817713,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,10-Jan-19,Dry,Mano-Ngeiya,3,15,8.0876,11.09935,-11.09935,Mastomys,NA,NA,M,Juvenile,15,175,134,16,18,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,10-Jan-19,Dry,Mano-Ngeiya,10,884,8.0876,11.09935,-11.09935,Rattus,NA,NA,M,Sub_adult,38,208,110,24,35,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,10-Jan-19,Dry,Mano-Ngeiya,12,937,8.0876,11.09935,-11.09935,Praomys,NA,NA,M,Juvenile,20,80,40,8,10,NA,NA,NA,NA,FALSE,0,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,10-Jan-19,Dry,Mano-Ngeiya,27,507,8.0876,11.09935,-11.09935,Mastomys,NA,NA,M,Adult,50,90.5,45.2,18,24,NA,NA,NA,NA,FALSE,0,13.46299535,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,10-Jan-19,Dry,Mano-Ngeiya,6,200,8.0876,11.09935,-11.09935,Rattus,NA,NA,M,Juvenile,16,100,51,17,35,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,10-Jan-19,Dry,Mano-Ngeiya,15,981,8.0876,11.09935,-11.09935,Mastomys,NA,NA,M,Juvenile,16,160,35,15,24,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,10-Jan-19,Dry,Mano-Ngeiya,6,820,8.0876,11.09935,-11.09935,Mastomys,NA,NA,M,Juvenile,20,81,40,17,24,NA,NA,NA,NA,FALSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
